engine,month,egt,ff,n1,n2,egt_n,ff_n,n1_n,n2_n,normal,failure_prob
7,8,1336,5197,12379,10682,True,True,True,True,True,0
7,9,1375,5203,12584,10718,True,True,True,True,True,0
7,10,1427,5277,12707,10896,True,True,True,True,True,0
7,11,1433,5310,12832,10904,True,True,True,True,True,0
7,12,1450,5378,12889,11096,True,True,True,True,True,0
7,13,1468,5392,12930,11216,True,True,True,True,True,0
7,14,1473,5400,13066,11243,True,True,True,True,True,0
7,15,1483,5431,13218,11261,True,True,True,True,True,0
7,16,1486,5438,13237,11335,True,True,True,True,True,0
7,17,1508,5442,13337,11400,True,True,True,True,True,0
7,18,1578,5444,13418,11564,True,True,True,True,True,0
7,19,1588,5484,13442,11607,True,True,True,True,True,0
7,20,1588,5484,13445,11726,True,True,True,True,True,0
7,21,1648,5560,13488,11739,True,False,True,True,False,25
7,22,1702,5590,13605,11801,True,False,True,True,False,25
7,23,1750,5615,13615,11808,True,False,True,True,False,25
7,24,1751,5631,13788,11849,True,False,True,True,False,25
8,1,1130,4987,11063,9047,True,True,True,True,True,0
8,2,1131,5072,11147,9181,True,True,True,True,True,0
8,3,1133,5101,11168,9206,True,True,True,True,True,0
8,4,1206,5104,11229,9444,True,True,True,True,True,0
8,5,1208,5134,11251,9552,True,True,True,True,True,0
8,6,1245,5165,11433,9692,True,True,True,True,True,0
8,7,1269,5171,11503,9722,True,True,True,True,True,0
8,8,1295,5178,11562,9786,True,True,True,True,True,0
8,9,1301,5240,11697,9805,True,True,True,True,True,0
8,10,1346,5268,11842,9914,True,True,True,True,True,0
8,11,1433,5268,11951,10057,True,True,True,True,True,0
8,12,1477,5278,12108,10178,True,True,True,True,True,0
8,13,1503,5318,12230,10186,True,True,True,True,True,0
8,14,1514,5350,12349,10195,True,True,True,True,True,0
8,15,1515,5365,12421,10264,True,True,True,True,True,0
8,16,1527,5378,12436,10268,True,True,True,True,True,0
8,17,1528,5380,12513,10296,True,True,True,True,True,0
8,18,1548,5413,12756,10326,True,True,True,True,True,0
8,19,1575,5427,12806,10360,True,True,True,True,True,0
8,20,1599,5430,12809,10372,True,True,True,True,True,0
8,21,1605,5474,12913,10375,True,True,True,True,True,0
8,22,1606,5481,12922,10380,True,True,True,True,True,0
8,23,1648,5488,12943,10504,True,True,True,True,True,0
8,24,1649,5519,13126,10505,True,False,True,True,False,25
9,1,1217,4969,12355,10795,True,True,True,True,True,0
9,2,1222,4974,12457,10821,True,True,True,True,True,0
9,3,1223,4983,12466,10825,True,True,True,True,True,0
9,4,1233,4984,12498,10902,True,True,True,True,True,0
9,5,1267,5011,12549,10905,True,True,True,True,True,0
9,6,1301,5016,12641,10944,True,True,True,True,True,0
9,7,1316,5021,12667,11035,True,True,True,True,True,0
9,8,1316,5043,12696,11050,True,True,True,True,True,0
9,9,1332,5111,12776,11095,True,True,True,True,True,0
9,10,1366,5195,12776,11279,True,True,True,True,True,0
9,11,1387,5196,12938,11340,True,True,True,True,True,0
9,12,1433,5220,13158,11500,True,True,True,True,True,0
9,13,1440,5240,13212,11556,True,True,True,True,True,0
9,14,1517,5262,13238,11563,True,True,True,True,True,0
9,15,1527,5292,13397,11635,True,True,True,True,True,0
9,16,1527,5332,13461,11648,True,True,True,True,True,0
9,17,1553,5335,13508,11707,True,True,True,True,True,0
9,18,1556,5338,13527,11877,True,True,True,True,True,0
9,19,1559,5366,13527,11920,True,True,True,True,True,0
9,20,1562,5378,13632,11923,True,True,True,True,True,0
9,21,1574,5384,13663,12080,True,True,True,False,False,25
9,22,1576,5403,13664,12170,True,True,True,False,False,25
9,23,1626,5405,13702,12417,True,True,True,False,False,25
9,24,1627,5449,13934,12482,True,True,True,False,False,25
10,1,1220,4965,11064,9795,True,True,True,True,True,0
10,2,1235,4990,11074,9851,True,True,True,True,True,0
10,3,1329,5052,11178,9857,True,True,True,True,True,0
10,4,1329,5055,11229,9864,True,True,True,True,True,0
10,5,1335,5091,11261,10000,True,True,True,True,True,0
10,6,1363,5091,11297,10068,True,True,True,True,True,0
10,7,1371,5091,11314,10147,True,True,True,True,True,0
10,8,1382,5109,11361,10181,True,True,True,True,True,0
10,9,1387,5110,11416,10291,True,True,True,True,True,0
10,10,1408,5113,11608,10294,True,True,True,True,True,0
10,11,1488,5119,11682,10295,True,True,True,True,True,0
10,12,1495,5124,11945,10420,True,True,True,True,True,0
10,13,1539,5130,11948,10446,True,True,True,True,True,0
10,14,1577,5146,11973,10450,True,True,True,True,True,0
10,15,1600,5146,12045,10451,True,True,True,True,True,0
10,16,1650,5147,12251,10503,True,True,True,True,True,0
10,17,1679,5148,12385,10586,True,True,True,True,True,0
10,18,1727,5159,12640,10857,True,True,True,True,True,0
10,19,1731,5221,12674,10895,True,True,True,True,True,0
10,20,1731,5262,12816,10922,True,True,True,True,True,0
10,21,1733,5283,12860,10948,True,True,True,True,True,0
10,22,1757,5324,12864,11013,True,True,True,True,True,0
10,23,1775,5324,13084,11115,True,True,True,True,True,0
10,24,1787,5334,13096,11212,True,True,True,True,True,0
11,1,1242,4935,11564,9447,True,True,True,True,True,0
11,2,1248,4952,11570,9450,True,True,True,True,True,0
11,3,1259,4982,11599,9641,True,True,True,True,True,0
11,4,1275,4989,11611,9789,True,True,True,True,True,0
11,5,1304,5010,11723,9796,True,True,True,True,True,0
11,6,1374,5012,11726,9877,True,True,True,True,True,0
11,7,1374,5020,11752,10035,True,True,True,True,True,0
11,8,1374,5030,11789,10325,True,True,True,True,True,0
11,9,1415,5030,11988,10555,True,True,True,True,True,0
11,10,1419,5048,12021,10776,True,True,True,True,True,0
11,11,1420,5127,12137,10804,True,True,True,True,True,0
11,12,1474,5131,12184,10986,True,True,True,True,True,0
11,13,1480,5137,12277,11131,True,True,True,True,True,0
11,14,1491,5149,12278,11191,True,True,True,True,True,0
11,15,1507,5204,12373,11312,True,True,True,True,True,0
11,16,1507,5222,12455,11313,True,True,True,True,True,0
11,17,1516,5286,12543,11444,True,True,True,True,True,0
11,18,1525,5307,12552,11477,True,True,True,True,True,0
11,19,1534,5359,12582,11646,True,True,True,True,True,0
11,20,1559,5372,12647,11812,True,True,True,True,True,0
11,21,1587,5419,12802,11882,True,True,True,True,True,0
11,22,1587,5467,12818,12048,True,True,True,False,False,25
11,23,1612,5517,13005,12048,True,False,True,False,False,50
11,24,1619,5523,13088,12116,True,False,True,False,False,50
12,1,1153,4962,11516,9379,True,True,True,True,True,0
12,2,1153,4976,11658,9435,True,True,True,True,True,0
12,3,1154,5038,11877,9487,True,True,True,True,True,0
12,4,1206,5049,11963,9561,True,True,True,True,True,0
12,5,1273,5092,12021,9670,True,True,True,True,True,0
12,6,1276,5147,12056,9676,True,True,True,True,True,0
12,7,1294,5161,12207,9678,True,True,True,True,True,0
12,8,1294,5164,12211,9716,True,True,True,True,True,0
12,9,1296,5164,12425,9746,True,True,True,True,True,0
12,10,1338,5178,12670,9859,True,True,True,True,True,0
12,11,1389,5205,12751,10068,True,True,True,True,True,0
12,12,1401,5206,12766,10087,True,True,True,True,True,0
12,13,1433,5271,12798,10113,True,True,True,True,True,0
12,14,1443,5323,12803,10181,True,True,True,True,True,0
12,15,1464,5324,12927,10212,True,True,True,True,True,0
12,16,1481,5353,12996,10225,True,True,True,True,True,0
12,17,1499,5405,13000,10314,True,True,True,True,True,0
12,18,1499,5406,13030,10431,True,True,True,True,True,0
12,19,1507,5410,13077,10435,True,True,True,True,True,0
12,20,1518,5435,13080,10461,True,True,True,True,True,0
12,21,1548,5443,13147,10528,True,True,True,True,True,0
12,22,1585,5446,13167,10622,True,True,True,True,True,0
12,23,1650,5451,13178,10639,True,True,True,True,True,0
12,24,1661,5451,13192,10794,True,True,True,True,True,0
13,1,1117,4916,12356,9274,True,True,True,True,True,0
13,2,1118,4918,12382,9339,True,True,True,True,True,0
13,3,1126,4920,12460,9356,True,True,True,True,True,0
13,4,1162,4926,12676,9414,True,True,True,True,True,0
13,5,1225,4946,12737,9605,True,True,True,True,True,0
13,6,1253,4970,12772,9614,True,True,True,True,True,0
13,7,1313,5014,12784,9669,True,True,True,True,True,0
13,8,1316,5057,12837,9752,True,True,True,True,True,0
13,9,1319,5067,12940,9827,True,True,True,True,True,0
13,10,1345,5115,12973,9923,True,True,True,True,True,0
13,11,1391,5145,13086,9961,True,True,True,True,True,0
13,12,1391,5211,13101,10012,True,True,True,True,True,0
13,13,1392,5255,13152,10137,True,True,True,True,True,0
13,14,1395,5313,13240,10179,True,True,True,True,True,0
13,15,1450,5356,13244,10241,True,True,True,True,True,0
13,16,1477,5413,13417,10323,True,True,True,True,True,0
13,17,1514,5416,13498,10324,True,True,True,True,True,0
13,18,1564,5417,13514,10330,True,True,True,True,True,0
13,19,1601,5418,13540,10359,True,True,True,True,True,0
13,20,1667,5473,13540,10570,True,True,True,True,True,0
13,21,1689,5477,13626,10620,True,True,True,True,True,0
13,22,1738,5498,13635,10656,True,True,True,True,True,0
13,23,1788,5516,13639,10814,True,False,True,True,False,25
13,24,1788,5545,13716,10866,True,False,True,True,False,25
14,1,1234,4864,12219,10303,True,True,True,True,True,0
14,2,1252,4900,12275,10322,True,True,True,True,True,0
14,3,1283,4920,12319,10351,True,True,True,True,True,0
14,4,1305,4930,12595,10488,True,True,True,True,True,0
14,5,1345,4987,12687,10733,True,True,True,True,True,0
14,6,1384,4991,12764,10751,True,True,True,True,True,0
14,7,1394,5019,13004,10828,True,True,True,True,True,0
14,8,1400,5058,13028,10834,True,True,True,True,True,0
14,9,1439,5060,13033,10838,True,True,True,True,True,0
14,10,1443,5066,13055,10933,True,True,True,True,True,0
14,11,1447,5088,13138,10952,True,True,True,True,True,0
14,12,1522,5106,13259,10954,True,True,True,True,True,0
14,13,1547,5110,13404,11073,True,True,True,True,True,0
14,14,1551,5144,13468,11128,True,True,True,True,True,0
14,15,1567,5165,13538,11231,True,True,True,True,True,0
14,16,1570,5207,13553,11328,True,True,True,True,True,0
14,17,1624,5210,13580,11362,True,True,True,True,True,0
14,18,1642,5210,13715,11465,True,True,True,True,True,0
14,19,1665,5227,13760,11663,True,True,True,True,True,0
14,20,1695,5292,13765,11833,True,True,True,True,True,0
14,21,1696,5312,13849,11840,True,True,True,True,True,0
14,22,1733,5341,13883,11880,True,True,True,True,True,0
14,23,1734,5344,13920,11900,True,True,True,True,True,0
14,24,1736,5346,14023,11922,True,True,False,True,False,25
15,1,1180,4836,12489,9461,True,True,True,True,True,0
15,2,1199,4896,12568,9555,True,True,True,True,True,0
15,3,1224,4930,12621,9660,True,True,True,True,True,0
15,4,1226,4945,12730,9816,True,True,True,True,True,0
15,5,1231,4947,12896,9819,True,True,True,True,True,0
15,6,1255,4989,12943,9828,True,True,True,True,True,0
15,7,1255,5013,13039,9832,True,True,True,True,True,0
15,8,1330,5014,13084,9844,True,True,True,True,True,0
15,9,1330,5017,13166,9872,True,True,True,True,True,0
15,10,1337,5050,13211,9881,True,True,True,True,True,0
15,11,1337,5112,13251,9993,True,True,True,True,True,0
15,12,1394,5121,13364,10193,True,True,True,True,True,0
15,13,1394,5125,13446,10426,True,True,True,True,True,0
15,14,1429,5185,13556,10459,True,True,True,True,True,0
15,15,1463,5245,13577,10499,True,True,True,True,True,0
15,16,1482,5269,13622,10506,True,True,True,True,True,0
15,17,1505,5288,13639,10725,True,True,True,True,True,0
15,18,1513,5289,13718,10744,True,True,True,True,True,0
15,19,1571,5319,13720,10779,True,True,True,True,True,0
15,20,1576,5385,13957,10893,True,True,True,True,True,0
15,21,1623,5388,13966,10909,True,True,True,True,True,0
15,22,1641,5390,14041,10976,True,True,False,True,False,25
15,23,1671,5394,14184,11035,True,True,False,True,False,25
15,24,1671,5459,14277,11096,True,True,False,True,False,25
16,1,1277,4886,12387,10833,True,True,True,True,True,0
16,2,1289,4891,12432,10944,True,True,True,True,True,0
16,3,1331,4911,12434,11018,True,True,True,True,True,0
16,4,1357,4928,12528,11023,True,True,True,True,True,0
16,5,1377,4995,12581,11092,True,True,True,True,True,0
16,6,1384,5017,12666,11150,True,True,True,True,True,0
16,7,1384,5049,12793,11166,True,True,True,True,True,0
16,8,1407,5053,12803,11178,True,True,True,True,True,0
16,9,1409,5081,12900,11257,True,True,True,True,True,0
16,10,1413,5110,12947,11428,True,True,True,True,True,0
16,11,1448,5117,13062,11434,True,True,True,True,True,0
16,12,1492,5133,13316,11442,True,True,True,True,True,0
16,13,1529,5159,13550,11508,True,True,True,True,True,0
16,14,1546,5196,13669,11621,True,True,True,True,True,0
16,15,1553,5213,13835,11657,True,True,True,True,True,0
16,16,1561,5213,13836,11697,True,True,True,True,True,0
16,17,1574,5262,13864,11781,True,True,True,True,True,0
16,18,1587,5278,13864,11925,True,True,True,True,True,0
16,19,1609,5319,13879,12097,True,True,True,False,False,25
16,20,1661,5347,14061,12112,True,True,False,False,False,50
16,21,1680,5358,14223,12125,True,True,False,False,False,50
16,22,1737,5402,14452,12125,True,True,False,False,False,50
16,23,1782,5452,14592,12148,True,True,False,False,False,50
16,24,1787,5475,14593,12249,True,True,False,False,False,50
17,1,1298,4816,11456,10909,True,True,True,True,True,0
17,2,1365,4819,11545,10924,True,True,True,True,True,0
17,3,1371,4867,11560,11030,True,True,True,True,True,0
17,4,1376,4875,11593,11061,True,True,True,True,True,0
17,5,1381,4889,11593,11228,True,True,True,True,True,0
17,6,1383,4897,11611,11251,True,True,True,True,True,0
17,7,1426,4959,11681,11499,True,True,True,True,True,0
17,8,1461,5038,11696,11513,True,True,True,True,True,0
17,9,1473,5064,11713,11585,True,True,True,True,True,0
17,10,1482,5125,11733,11588,True,True,True,True,True,0
17,11,1526,5125,11738,11803,True,True,True,True,True,0
17,12,1538,5127,11766,11883,True,True,True,True,True,0
17,13,1548,5212,11823,11912,True,True,True,True,True,0
17,14,1580,5227,11897,12070,True,True,True,False,False,25
17,15,1605,5249,11947,12120,True,True,True,False,False,25
17,16,1667,5252,11959,12358,True,True,True,False,False,25
17,17,1735,5259,12168,12376,True,True,True,False,False,25
17,18,1736,5264,12180,12417,True,True,True,False,False,25
17,19,1782,5266,12454,12497,True,True,True,False,False,25
17,20,1790,5294,12579,12543,True,True,True,False,False,25
17,21,1806,5326,12595,12551,True,True,True,False,False,25
17,22,1814,5361,12624,12599,True,True,True,False,False,25
17,23,1849,5366,12695,12640,True,True,True,False,False,25
17,24,1893,5375,12751,12660,True,True,True,False,False,25
18,1,1179,4898,11426,9632,True,True,True,True,True,0
18,2,1182,4922,11428,9834,True,True,True,True,True,0
18,3,1264,4939,11462,9848,True,True,True,True,True,0
18,4,1264,4971,11521,9910,True,True,True,True,True,0
18,5,1272,5030,11633,9973,True,True,True,True,True,0
18,6,1290,5066,11635,10050,True,True,True,True,True,0
18,7,1290,5066,11850,10074,True,True,True,True,True,0
18,8,1298,5116,11918,10108,True,True,True,True,True,0
18,9,1333,5203,11918,10121,True,True,True,True,True,0
18,10,1376,5250,11926,10203,True,True,True,True,True,0
18,11,1396,5294,11936,10315,True,True,True,True,True,0
18,12,1404,5317,12001,10347,True,True,True,True,True,0
18,13,1433,5329,12079,10358,True,True,True,True,True,0
18,14,1471,5355,12123,10360,True,True,True,True,True,0
18,15,1491,5376,12278,10593,True,True,True,True,True,0
18,16,1510,5429,12282,10820,True,True,True,True,True,0
18,17,1542,5429,12291,10860,True,True,True,True,True,0
18,18,1560,5432,12376,10934,True,True,True,True,True,0
18,19,1570,5448,12382,10969,True,True,True,True,True,0
18,20,1597,5456,12538,11017,True,True,True,True,True,0
18,21,1604,5507,12759,11082,True,False,True,True,False,25
18,22,1605,5515,12887,11269,True,False,True,True,False,25
18,23,1610,5531,12898,11271,True,False,True,True,False,25
18,24,1646,5560,12988,11394,True,False,True,True,False,25
19,1,1297,4938,11440,10430,True,True,True,True,True,0
19,2,1305,4939,11455,10515,True,True,True,True,True,0
19,3,1305,4940,11559,10665,True,True,True,True,True,0
19,4,1356,4966,11575,10718,True,True,True,True,True,0
19,5,1357,4972,11612,10724,True,True,True,True,True,0
19,6,1372,5025,11622,10732,True,True,True,True,True,0
19,7,1399,5046,11806,10797,True,True,True,True,True,0
19,8,1411,5135,11911,10798,True,True,True,True,True,0
19,9,1458,5174,11931,10802,True,True,True,True,True,0
19,10,1482,5236,12081,10805,True,True,True,True,True,0
19,11,1493,5246,12124,10845,True,True,True,True,True,0
19,12,1547,5265,12192,10953,True,True,True,True,True,0
19,13,1582,5268,12219,10975,True,True,True,True,True,0
19,14,1600,5286,12467,10998,True,True,True,True,True,0
19,15,1645,5332,12537,11091,True,True,True,True,True,0
19,16,1667,5332,12733,11091,True,True,True,True,True,0
19,17,1673,5418,12905,11094,True,True,True,True,True,0
19,18,1713,5421,12950,11212,True,True,True,True,True,0
19,19,1787,5424,13013,11233,True,True,True,True,True,0
19,20,1815,5429,13073,11310,True,True,True,True,True,0
19,21,1836,5499,13133,11361,True,True,True,True,True,0
19,22,1867,5514,13230,11556,True,False,True,True,False,25
19,23,1926,5529,13267,11628,False,False,True,True,False,50
19,24,1933,5529,13303,11630,False,False,True,True,False,50
20,1,1127,4871,11661,10647,True,True,True,True,True,0
20,2,1154,4897,11670,10690,True,True,True,True,True,0
20,3,1163,4939,11763,10806,True,True,True,True,True,0
20,4,1184,4975,11834,11034,True,True,True,True,True,0
20,5,1233,5054,11974,11098,True,True,True,True,True,0
20,6,1236,5097,12104,11162,True,True,True,True,True,0
20,7,1241,5097,12265,11271,True,True,True,True,True,0
20,8,1315,5129,12293,11433,True,True,True,True,True,0
20,9,1324,5130,12293,11436,True,True,True,True,True,0
20,10,1417,5143,12307,11612,True,True,True,True,True,0
20,11,1417,5150,12307,11668,True,True,True,True,True,0
20,12,1442,5160,12466,11747,True,True,True,True,True,0
20,13,1470,5186,12505,11865,True,True,True,True,True,0
20,14,1502,5190,12575,11877,True,True,True,True,True,0
20,15,1503,5231,12633,11934,True,True,True,True,True,0
20,16,1513,5263,12673,12101,True,True,True,False,False,25
20,17,1513,5266,12844,12333,True,True,True,False,False,25
20,18,1566,5304,12891,12356,True,True,True,False,False,25
20,19,1603,5305,12962,12514,True,True,True,False,False,25
20,20,1605,5343,13022,12617,True,True,True,False,False,25
20,21,1611,5350,13083,12666,True,True,True,False,False,25
20,22,1621,5372,13106,12756,True,True,True,False,False,25
20,23,1633,5401,13131,12784,True,True,True,False,False,25
20,24,1649,5407,13289,12870,True,True,True,False,False,25
21,1,1146,4952,12268,10120,True,True,True,True,True,0
21,2,1154,4985,12393,10275,True,True,True,True,True,0
21,3,1162,5011,12411,10284,True,True,True,True,True,0
21,4,1234,5070,12608,10392,True,True,True,True,True,0
21,5,1245,5122,12866,10475,True,True,True,True,True,0
21,6,1255,5154,12934,10530,True,True,True,True,True,0
21,7,1310,5168,12962,10546,True,True,True,True,True,0
21,8,1317,5212,12965,10746,True,True,True,True,True,0
21,9,1363,5275,13028,10781,True,True,True,True,True,0
21,10,1394,5278,13167,10882,True,True,True,True,True,0
21,11,1454,5308,13186,10954,True,True,True,True,True,0
21,12,1508,5311,13211,11049,True,True,True,True,True,0
21,13,1512,5336,13306,11051,True,True,True,True,True,0
21,14,1552,5349,13371,11207,True,True,True,True,True,0
21,15,1577,5444,13378,11211,True,True,True,True,True,0
21,16,1581,5461,13410,11298,True,True,True,True,True,0
