engine,month,air_temp,noise,epr,egt,ff,n1,n2,noise_n,epr_n,egt_n,ff_n,n1_n,n2_n,normal,failure_prob
3,25,-3,135,50,1773,5416,13871,11872,True,True,False,False,False,False,False,31
3,26,-12,135,50,1778,5431,13905,11884,True,True,False,False,False,False,False,35
3,27,0,135,50,1789,5439,13935,11943,True,True,False,False,False,False,False,39
3,28,-7,135,50,1799,5445,13956,11973,True,True,False,False,False,False,False,43
3,29,-8,135,50,1811,5458,14009,11991,True,True,False,False,False,False,False,47
3,30,-9,136,48,1824,5468,14033,12035,True,True,False,False,False,False,False,51
3,31,-7,136,49,1837,5471,14055,12061,True,True,False,False,False,False,False,55
3,32,-9,136,50,1842,5484,14087,12118,True,True,False,False,False,False,False,59
3,33,-7,136,50,1854,5496,14123,12122,True,True,False,False,False,False,False,63
3,34,-11,136,50,1863,5500,14169,12187,True,True,False,False,False,False,False,67
3,35,-8,137,50,1883,5510,14219,12193,True,True,False,False,False,False,False,71
3,36,-11,137,48,1887,5521,14252,12249,True,True,False,False,False,False,False,75
3,37,-11,137,52,1897,5530,14278,12275,True,False,False,False,False,False,False,80
3,38,-8,137,51,1912,5533,14326,12318,True,False,False,False,False,False,False,85
3,39,-11,137,52,1923,5549,14331,12361,True,False,False,False,False,False,False,90
3,40,-4,138,52,1939,5556,14390,12381,False,False,False,False,False,False,False,96
3,41,-6,138,49,1947,5560,14407,12411,False,True,False,False,False,False,False,100
3,42,-2,138,52,1961,5575,14446,12458,False,False,False,False,False,False,False,100
3,43,-9,138,50,1964,5586,14483,12484,False,True,False,False,False,False,False,100
3,44,-4,138,51,1976,5591,14523,12521,False,False,False,False,False,False,False,100
3,45,-11,139,52,1987,5596,14572,12570,False,False,False,False,False,False,False,100
3,46,-10,139,50,2001,5612,14588,12602,False,True,False,False,False,False,False,100
3,47,-15,139,52,2014,5622,14643,12613,False,False,False,False,False,False,False,100
3,48,-11,139,49,2026,5626,14666,12657,False,True,False,False,False,False,False,100
3,49,-12,139,51,2035,5640,14713,12682,False,False,False,False,False,False,False,100
3,50,-5,140,49,2039,5642,14745,12736,False,True,False,False,False,False,False,100
3,51,-9,140,52,2054,5655,14783,12784,False,False,False,False,False,False,False,100
3,52,-5,140,49,2069,5665,14802,12817,False,True,False,False,False,False,False,100
3,53,0,140,52,2076,5673,14854,12841,False,False,False,False,False,False,False,100
3,54,-9,140,50,2084,5677,14888,12870,False,True,False,False,False,False,False,100
3,55,-8,141,51,2099,5689,14912,12901,False,False,False,False,False,False,False,100
3,56,-1,141,52,2105,5695,14940,12953,False,False,False,False,False,False,False,100
3,57,-8,141,52,2121,5709,14977,12961,False,False,False,False,False,False,False,100
3,58,-2,141,49,2133,5717,14997,13004,False,True,False,False,False,False,False,100
3,59,-6,141,49,2138,5730,15057,13045,False,True,False,False,False,False,False,100
3,60,-6,142,51,2157,5737,15091,13072,False,False,False,False,False,False,False,100
4,1,-1,130,48,1300,5000,12000,1000,True,True,True,True,True,True,True,0
4,2,-5,130,50,1520,5210,13057,11058,True,True,True,True,True,True,True,0
4,3,-13,130,49,1523,5226,13082,11104,True,True,True,True,True,True,True,0
4,4,-3,130,49,1535,5230,13120,11128,True,True,True,True,True,True,True,0
4,5,-3,131,48,1546,5244,13141,11144,True,True,True,True,True,True,True,0
4,6,-14,131,48,1564,5245,13195,11177,True,True,True,True,True,True,True,0
4,7,-3,131,48,1575,5260,13214,11213,True,True,True,True,True,True,True,0
4,8,-1,131,48,1584,5265,13267,11258,True,True,True,True,True,True,True,0
4,9,-15,131,48,1592,5279,13307,11305,True,True,True,True,True,True,True,0
4,10,-6,132,50,1603,5287,13347,11345,True,True,True,True,True,True,True,0
4,11,0,132,50,1620,5293,13382,11370,True,True,True,True,True,True,True,0
4,12,-10,132,50,1626,5302,13386,11414,True,True,True,True,True,True,True,0
4,13,-9,132,48,1642,5308,13439,11452,True,True,True,True,True,True,True,0
4,14,-6,132,50,1651,5317,13484,11481,True,True,True,True,True,True,True,0
4,15,-15,133,49,1664,5327,13515,11502,True,True,True,True,False,False,False,2
4,16,-10,133,48,1675,5342,13545,11540,True,True,True,True,False,False,False,4
4,17,-11,133,50,1678,5347,13562,11588,True,True,True,True,False,False,False,6
4,18,-12,133,50,1689,5355,13619,11614,True,True,True,False,False,False,False,9
4,19,-3,133,50,1701,5365,13636,11642,True,True,True,False,False,False,False,12
4,20,-7,134,48,1714,5376,13689,11695,True,True,True,False,False,False,False,15
4,21,-14,134,48,1729,5383,13705,11704,True,True,True,False,False,False,False,18
4,22,-7,134,49,1737,5391,13748,11767,True,True,True,False,False,False,False,21
4,23,-4,134,48,1752,5400,13770,11782,True,True,False,False,False,False,False,25
4,24,-2,134,48,1756,5408,13818,11828,True,True,False,False,False,False,False,29
4,25,-12,135,49,1769,5417,13846,11841,True,True,False,False,False,False,False,33
4,26,-11,135,48,1779,5428,13895,11894,True,True,False,False,False,False,False,37
4,27,-13,135,48,1792,5440,13937,11915,True,True,False,False,False,False,False,41
4,28,0,135,50,1804,5445,13977,11949,True,True,False,False,False,False,False,45
4,29,-8,135,50,1814,5453,14005,11991,True,True,False,False,False,False,False,49
4,30,-11,136,48,1823,5464,14038,12045,True,True,False,False,False,False,False,53
4,31,-10,136,49,1833,5478,14068,12067,True,True,False,False,False,False,False,57
4,32,-4,136,49,1848,5484,14091,12106,True,True,False,False,False,False,False,61
4,33,-8,136,48,1857,5490,14142,12144,True,True,False,False,False,False,False,65
4,34,-14,136,48,1871,5500,14163,12179,True,True,False,False,False,False,False,69
4,35,-9,137,50,1880,5514,14222,12215,True,True,False,False,False,False,False,73
4,36,-7,137,49,1887,5523,14246,12244,True,True,False,False,False,False,False,77
4,37,-2,137,50,1898,5528,14267,12271,True,True,False,False,False,False,False,81
4,38,-14,137,51,1915,5541,14316,12317,True,False,False,False,False,False,False,86
4,39,-4,137,49,1925,5550,14344,12334,True,True,False,False,False,False,False,90
4,40,-8,138,49,1937,5556,14384,12379,False,True,False,False,False,False,False,95
4,41,-12,138,51,1945,5567,14409,12401,False,False,False,False,False,False,False,100
4,42,-1,138,51,1960,5577,14444,12456,False,False,False,False,False,False,False,100
4,43,-11,138,51,1967,5579,14500,12496,False,False,False,False,False,False,False,100
4,44,-9,138,51,1981,5592,14517,12529,False,False,False,False,False,False,False,100
4,45,-14,139,49,1992,5596,14555,12545,False,True,False,False,False,False,False,100
4,46,-5,139,51,2005,5610,14576,12589,False,False,False,False,False,False,False,100
4,47,-14,139,49,2010,5614,14619,12614,False,True,False,False,False,False,False,100
4,48,-4,139,51,2020,5626,14666,12656,False,False,False,False,False,False,False,100
4,49,-13,139,51,2033,5634,14704,12703,False,False,False,False,False,False,False,100
4,50,-3,140,50,2049,5648,14721,12720,False,True,False,False,False,False,False,100
4,51,-9,140,52,2060,5656,14781,12752,False,False,False,False,False,False,False,100
4,52,-11,140,52,2068,5662,14818,12792,False,False,False,False,False,False,False,100
4,53,-2,140,49,2076,5676,14837,12842,False,True,False,False,False,False,False,100
4,54,-3,140,52,2086,5679,14866,12882,False,False,False,False,False,False,False,100
4,55,-14,141,49,2098,5691,14920,12919,False,True,False,False,False,False,False,100
4,56,-3,141,50,2112,5698,14951,12929,False,True,False,False,False,False,False,100
4,57,-2,141,51,2123,5705,14972,12960,False,False,False,False,False,False,False,100
4,58,-5,141,50,2137,5720,15011,13002,False,True,False,False,False,False,False,100
4,59,-2,141,49,2138,5726,15047,13035,False,True,False,False,False,False,False,100
4,60,-2,142,49,2159,5733,15090,13086,False,True,False,False,False,False,False,100
5,1,0,130,48,1300,5000,12000,1000,True,True,True,True,True,True,True,0
5,2,0,130,48,1515,5217,13051,11047,True,True,True,True,True,True,True,0
5,3,-10,130,48,1524,5221,13082,11102,True,True,True,True,True,True,True,0
5,4,-15,130,49,1538,5235,13137,11136,True,True,True,True,True,True,True,0
5,5,-14,131,49,1551,5242,13150,11153,True,True,True,True,True,True,True,0
5,6,-5,131,48,1562,5251,13206,11188,True,True,True,True,True,True,True,0
5,7,-4,131,50,1574,5255,13215,11234,True,True,True,True,True,True,True,0
5,8,-15,131,49,1577,5263,13262,11256,True,True,True,True,True,True,True,0
5,9,-2,131,50,1592,5274,13290,11293,True,True,True,True,True,True,True,0
5,10,-13,132,49,1600,5281,13331,11319,True,True,True,True,True,True,True,0
5,11,-11,132,50,1611,5292,13380,11377,True,True,True,True,True,True,True,0
5,12,-5,132,48,1630,5306,13415,11416,True,True,True,True,True,True,True,0
5,13,-1,132,48,1641,5308,13438,11446,True,True,True,True,True,True,True,0
5,14,-8,132,48,1646,5325,13464,11458,True,True,True,True,True,True,True,0
5,15,-13,133,49,1658,5326,13508,11490,True,True,True,True,False,True,False,1
5,16,-2,133,50,1675,5336,13554,11559,True,True,True,True,False,False,False,3
5,17,-7,133,48,1683,5352,13565,11580,True,True,True,False,False,False,False,6
5,18,-10,133,50,1694,5356,13624,11595,True,True,True,False,False,False,False,9
5,19,-10,133,49,1701,5364,13632,11651,True,True,True,False,False,False,False,12
5,20,-1,134,50,1718,5373,13677,11667,True,True,True,False,False,False,False,15
5,21,-11,134,48,1723,5383,13716,11721,True,True,True,False,False,False,False,18
5,22,-15,134,50,1736,5393,13740,11765,True,True,True,False,False,False,False,21
5,23,0,134,50,1742,5398,13795,11775,True,True,True,False,False,False,False,24
5,24,-13,134,50,1759,5415,13825,11812,True,True,False,False,False,False,False,28
5,25,-8,135,49,1773,5421,13859,11863,True,True,False,False,False,False,False,32
5,26,0,135,48,1784,5432,13888,11901,True,True,False,False,False,False,False,36
5,27,-11,135,49,1786,5441,13942,11942,True,True,False,False,False,False,False,40
5,28,-1,135,49,1797,5451,13945,11969,True,True,False,False,False,False,False,44
5,29,-5,135,50,1808,5452,13991,12004,True,True,False,False,False,False,False,48
5,30,-8,136,48,1827,5468,14046,12024,True,True,False,False,False,False,False,52
5,31,-7,136,50,1830,5471,14057,12056,True,True,False,False,False,False,False,56
5,32,-15,136,50,1849,5480,14092,12114,True,True,False,False,False,False,False,60
5,33,-10,136,48,1856,5490,14134,12129,True,True,False,False,False,False,False,64
5,34,-8,136,50,1873,5505,14155,12159,True,True,False,False,False,False,False,68
5,35,-5,137,48,1874,5511,14217,12207,True,True,False,False,False,False,False,72
5,36,-7,137,49,1889,5518,14259,12230,True,True,False,False,False,False,False,76
5,37,-4,137,51,1898,5529,14291,12277,True,False,False,False,False,False,False,81
5,38,0,137,49,1912,5541,14314,12328,True,True,False,False,False,False,False,85
5,39,-12,137,49,1919,5550,14349,12359,True,True,False,False,False,False,False,89
5,40,-12,138,52,1931,5558,14370,12395,False,False,False,False,False,False,False,95
5,41,-13,138,49,1941,5566,14418,12426,False,True,False,False,False,False,False,100
5,42,-7,138,50,1957,5570,14440,12456,False,True,False,False,False,False,False,100
5,43,-15,138,50,1968,5581,14502,12485,False,True,False,False,False,False,False,100
5,44,-10,138,52,1981,5595,14536,12539,False,False,False,False,False,False,False,100
5,45,-7,139,49,1990,5597,14560,12564,False,True,False,False,False,False,False,100
5,46,-13,139,51,1996,5609,14595,12603,False,False,False,False,False,False,False,100
5,47,-11,139,49,2012,5620,14624,12629,False,True,False,False,False,False,False,100
5,48,-11,139,49,2018,5628,14670,12657,False,True,False,False,False,False,False,100
5,49,-14,139,51,2035,5637,14687,12714,False,False,False,False,False,False,False,100
5,50,-7,140,51,2040,5642,14743,12730,False,False,False,False,False,False,False,100
5,51,-2,140,49,2055,5653,14774,12771,False,True,False,False,False,False,False,100
5,52,-10,140,50,2061,5660,14788,12805,False,True,False,False,False,False,False,100
5,53,0,140,51,2078,5674,14835,12835,False,False,False,False,False,False,False,100
5,54,-2,140,51,2089,5677,14888,12864,False,False,False,False,False,False,False,100
5,55,-9,141,50,2096,5691,14904,12903,False,True,False,False,False,False,False,100
5,56,-2,141,49,2115,5702,14941,12953,False,True,False,False,False,False,False,100
5,57,-1,141,51,2126,5708,14988,12970,False,False,False,False,False,False,False,100
5,58,-15,141,52,2137,5716,15015,13004,False,False,False,False,False,False,False,100
5,59,-2,141,49,2140,5728,15047,13058,False,True,False,False,False,False,False,100
5,60,-5,142,52,2156,5737,15078,13067,False,False,False,False,False,False,False,100
6,1,-1,130,49,1300,5000,12000,1000,True,True,True,True,True,True,True,0
6,2,-11,130,50,1518,5213,13063,11039,True,True,True,True,True,True,True,0
6,3,-9,130,50,1524,5225,13071,11077,True,True,True,True,True,True,True,0
6,4,-4,130,50,1534,5231,13122,11113,True,True,True,True,True,True,True,0
6,5,-2,131,48,1554,5241,13170,11162,True,True,True,True,True,True,True,0
6,6,0,131,48,1564,5253,13177,11190,True,True,True,True,True,True,True,0
6,7,-5,131,48,1576,5259,13238,11236,True,True,True,True,True,True,True,0
6,8,-9,131,50,1586,5268,13267,11271,True,True,True,True,True,True,True,0
6,9,-10,131,50,1589,5278,13310,11285,True,True,True,True,True,True,True,0
6,10,-2,132,50,1599,5287,13323,11336,True,True,True,True,True,True,True,0
6,11,-9,132,50,1620,5294,13362,11381,True,True,True,True,True,True,True,0
6,12,-2,132,49,1630,5302,13392,11413,True,True,True,True,True,True,True,0
6,13,0,132,48,1639,5312,13440,11442,True,True,True,True,True,True,True,0
6,14,-1,132,50,1643,5317,13486,11469,True,True,True,True,True,True,True,0
6,15,0,133,48,1663,5334,13510,11501,True,True,True,True,False,False,False,2
6,16,-2,133,49,1665,5336,13555,11545,True,True,True,True,False,False,False,4
6,17,-1,133,48,1676,5346,13587,11590,True,True,True,True,False,False,False,6
6,18,-12,133,48,1696,5361,13613,11617,True,True,True,False,False,False,False,9
6,19,-4,133,49,1702,5367,13650,11652,True,True,True,False,False,False,False,12
6,20,-13,134,48,1713,5371,13667,11679,True,True,True,False,False,False,False,15
6,21,-4,134,50,1720,5385,13710,11723,True,True,True,False,False,False,False,18
6,22,-10,134,48,1738,5392,13751,11757,True,True,True,False,False,False,False,21
6,23,-13,134,49,1743,5406,13776,11774,True,True,True,False,False,False,False,24
6,24,-10,134,49,1754,5407,13832,11834,True,True,False,False,False,False,False,28
6,25,-3,135,48,1773,5416,13860,11852,True,True,False,False,False,False,False,32
6,26,-10,135,49,1781,5430,13875,11875,True,True,False,False,False,False,False,36
6,27,-15,135,50,1787,5440,13931,11920,True,True,False,False,False,False,False,40
6,28,-9,135,49,1806,5443,13966,11956,True,True,False,False,False,False,False,44
6,29,-7,135,49,1812,5453,14006,12003,True,True,False,False,False,False,False,48
6,30,-12,136,48,1825,5469,14031,12025,True,True,False,False,False,False,False,52
6,31,-15,136,50,1837,5471,14051,12052,True,True,False,False,False,False,False,56
6,32,-5,136,50,1846,5487,14108,12111,True,True,False,False,False,False,False,60
6,33,-13,136,50,1854,5488,14126,12151,True,True,False,False,False,False,False,64
6,34,-14,136,50,1873,5497,14159,12178,True,True,False,False,False,False,False,68
6,35,-13,137,48,1875,5512,14221,12223,True,True,False,False,False,False,False,72
6,36,-4,137,48,1895,5517,14246,12226,True,True,False,False,False,False,False,76
6,37,-3,137,51,1896,5529,14280,12294,True,False,False,False,False,False,False,81
6,38,-8,137,51,1909,5537,14320,12297,True,False,False,False,False,False,False,86
6,39,-5,137,49,1924,5549,14332,12348,True,True,False,False,False,False,False,90
6,40,-12,138,50,1934,5551,14367,12385,False,True,False,False,False,False,False,95
6,41,-4,138,51,1941,5566,14419,12432,False,False,False,False,False,False,False,100
6,42,-2,138,52,1961,5575,14441,12442,False,False,False,False,False,False,False,100
6,43,-13,138,52,1966,5581,14500,12473,False,False,False,False,False,False,False,100
6,44,-8,138,49,1974,5594,14505,12534,False,True,False,False,False,False,False,100
6,45,-8,139,49,1989,5604,14540,12558,False,True,False,False,False,False,False,100
6,46,-3,139,50,2000,5612,14602,12607,False,True,False,False,False,False,False,100
6,47,-6,139,52,2006,5621,14642,12613,False,False,False,False,False,False,False,100
6,48,-13,139,52,2025,5628,14666,12671,False,False,False,False,False,False,False,100
6,49,-1,139,51,2033,5640,14709,12683,False,False,False,False,False,False,False,100
6,50,-11,140,50,2045,5646,14722,12720,False,True,False,False,False,False,False,100
6,51,-3,140,49,2057,5655,14757,12772,False,True,False,False,False,False,False,100
6,52,-11,140,49,2063,5663,14790,12816,False,True,False,False,False,False,False,100
6,53,-9,140,52,2073,5674,14824,12827,False,False,False,False,False,False,False,100
6,54,-12,140,50,2088,5684,14860,12859,False,True,False,False,False,False,False,100
6,55,-13,141,49,2101,5693,14901,12907,False,True,False,False,False,False,False,100
6,56,-15,141,51,2109,5702,14946,12948,False,False,False,False,False,False,False,100
