engine,month,noise,egt,ff,n1,n2,fp_noise,fp_egt,fp_ff,fp_n1,fp_n2,total_fp
3,32,140.57507222314848,2134,5702,14518,12512,0.595845370524747,0.39,0.40399999999999997,0.259,0.256,0.3809690741049494
3,33,140.8360207456068,2154,5730,14602,12583,0.6393367909344647,0.42333333333333334,0.46,0.301,0.2915,0.42303402485355956
3,34,141.05255126873948,2193,5759,14686,12659,0.6754252114565797,0.48833333333333334,0.518,0.34299999999999997,0.3295,0.47085170895798256
3,35,141.5092584899535,2214,5791,14772,12740,0.7515430816589184,0.5233333333333333,0.5820000000000001,0.386,0.37,0.5225752829984504
3,36,141.62365536703174,2250,5803,14862,12827,0.7706092278386243,0.5833333333333334,0.606,0.431,0.41350000000000003,0.5608885122343915
3,37,141.98397425120288,2284,5824,14948,12897,0.8306623752004803,0.64,0.648,0.474,0.4485,0.608232475040096
3,38,142.4569003575425,2312,5849,15029,12988,0.9094833929237516,0.6866666666666668,0.698,0.5145000000000001,0.494,0.6605300119180836
3,39,142.61347933983234,2349,5869,15118,13077,0.9355798899720564,0.7483333333333333,0.738,0.5589999999999999,0.5385,0.7038826446610779
3,40,142.90724366086494,2373,5879,15208,13162,0.9845406101441561,0.7883333333333333,0.758,0.604,0.581,0.7431747886954979
3,41,143.14050025155814,2403,5908,15296,13245,1.0,0.8383333333333333,0.816,0.648,0.6225,0.7849666666666667
3,42,143.31776543099812,2443,5919,15369,13315,1.0,0.905,0.838,0.6845,0.6575,0.817
3,43,143.5194031694849,2475,5942,15440,13385,1.0,0.9583333333333333,0.884,0.72,0.6925,0.8509666666666666
3,44,143.64559129376235,2505,5958,15517,13474,1.0,1.0,0.9159999999999999,0.7585,0.737,0.8823000000000001
3,45,143.96228368848114,2527,5990,15590,13553,1.0,1.0,0.98,0.795,0.7765000000000001,0.9103
3,46,144.11058516551213,2551,6005,15674,13631,1.0,1.0,1.0,0.8370000000000001,0.8155,0.9305
3,47,144.2656004748338,2581,6024,15757,13717,1.0,1.0,1.0,0.8785,0.8584999999999999,0.9474
3,48,144.58742285501944,2613,6037,15840,13811,1.0,1.0,1.0,0.92,0.9055,0.9651
3,49,144.86671626444462,2639,6055,15921,13900,1.0,1.0,1.0,0.9605,0.95,0.9821
3,50,145.22239161742635,2675,6066,15989,13982,1.0,1.0,1.0,0.9945,0.991,0.9971
3,51,145.761554657515,2694,6089,16082,14059,1.0,1.0,1.0,1.0,1.0,1.0
3,52,146.18853237995225,2710,6119,16164,14147,1.0,1.0,1.0,1.0,1.0,1.0
3,53,146.3121643766734,2745,6151,16239,14232,1.0,1.0,1.0,1.0,1.0,1.0
3,54,146.5869768557195,2769,6170,16312,14301,1.0,1.0,1.0,1.0,1.0,1.0
3,55,146.88718427095486,2802,6200,16383,14393,1.0,1.0,1.0,1.0,1.0,1.0
3,56,147.41724340624222,2828,6222,16453,14468,1.0,1.0,1.0,1.0,1.0,1.0
3,57,147.89527877904197,2860,6253,16523,14536,1.0,1.0,1.0,1.0,1.0,1.0
3,58,148.0485702610521,2884,6274,16611,14629,1.0,1.0,1.0,1.0,1.0,1.0
3,59,148.27837327546442,2916,6291,16682,14709,1.0,1.0,1.0,1.0,1.0,1.0
3,60,148.5454214692983,2943,6311,16756,14799,1.0,1.0,1.0,1.0,1.0,1.0
4,1,130.0,1300,5000,12000,10000,0.0,0.0,0.0,0.0,0.0,0.0
4,2,130.52131214793113,1332,5031,12075,10093,0.0,0.0,0.0,0.0,0.0,0.0
4,3,131.03851976303383,1348,5049,12145,10171,0.0,0.0,0.0,0.0,0.0,0.0
4,4,131.50807065364893,1383,5074,12235,10242,0.0,0.0,0.0,0.0,0.0,0.0
4,5,131.6183051623263,1413,5097,12323,10311,0.0,0.0,0.0,0.0,0.0,0.0
4,6,131.8003812282051,1450,5118,12415,10394,0.0,0.0,0.0,0.0,0.0,0.0
4,7,132.30695933012478,1482,5140,12502,10463,0.0,0.0,0.0,0.0,0.0,0.0
4,8,132.78101137386315,1498,5169,12572,10552,0.0,0.0,0.0,0.0,0.0,0.0
4,9,133.14474701654967,1534,5199,12661,10628,0.0,0.0,0.0,0.0,0.0,0.0
4,10,133.60854661811746,1568,5216,12743,10714,0.0,0.0,0.0,0.0,0.0,0.0
4,11,133.73572073058097,1596,5243,12826,10806,0.0,0.0,0.0,0.0,0.0,0.0
4,12,134.19414750253677,1627,5259,12918,10888,0.0,0.0,0.0,0.0,0.0,0.0
4,13,134.60310611002808,1651,5277,12988,10966,0.0,0.0,0.0,0.0,0.0,0.0
4,14,135.11940075474354,1691,5302,13077,11039,0.0,0.0,0.0,0.0,0.0,0.0
4,15,135.60170925103324,1727,5320,13148,11121,0.0,0.0,0.0,0.0,0.0,0.0
4,16,135.97468874541977,1761,5341,13231,11199,0.0,0.0,0.0,0.0,0.0,0.0
4,17,136.500052493882,1782,5362,13309,11289,0.0,0.0,0.0,0.0,0.0,0.0
4,18,137.03910486621731,1818,5378,13386,11361,0.006517477702885799,0.0,0.0,0.0,0.0,0.0013034955405771599
4,19,137.53149608639166,1850,5395,13473,11435,0.08858268106527589,0.0,0.0,0.0,0.0,0.01771653621305518
4,20,137.73725838834466,1866,5413,13553,11504,0.12287639805744277,0.0,0.0,0.0,0.0,0.024575279611488553
4,21,138.2170259876322,1881,5431,13630,11580,0.20283766460536867,0.0,0.0,0.0,0.0,0.040567532921073735
4,22,138.5129797177858,1906,5461,13704,11655,0.2521632862976352,0.01,0.0,0.0,0.0,0.05243265725952704
4,23,138.6978211765821,1932,5483,13793,11741,0.282970196097016,0.05333333333333333,0.0,0.0,0.0,0.06726070588606987
4,24,138.8864465070775,1948,5509,13870,11829,0.31440775117958236,0.08,0.018000000000000002,0.0,0.0,0.08248155023591648
4,25,139.18360523704678,1964,5529,13958,11915,0.3639342061744628,0.10666666666666666,0.057999999999999996,0.0,0.0,0.10572017456822591
4,26,139.6585114292419,2001,5552,14036,11984,0.4430852382069854,0.16833333333333333,0.10400000000000001,0.018000000000000002,0.0,0.14668371430806376
4,27,139.98246931549878,2023,5564,14130,12064,0.497078219249796,0.205,0.128,0.065,0.032,0.18541564384995918
4,28,140.39118318466242,2043,5587,14201,12144,0.5651971974437373,0.2383333333333333,0.174,0.1005,0.07200000000000001,0.23000610615541411
4,29,140.61197148029973,2074,5616,14275,12232,0.6019952467166216,0.29,0.23199999999999998,0.1375,0.11599999999999999,0.2754990493433243
4,30,141.10085943269135,2098,5637,14361,12321,0.6834765721152252,0.33,0.27399999999999997,0.1805,0.1605,0.32569531442304506
4,31,141.26293919201024,2127,5658,14431,12392,0.7104898653350395,0.37833333333333335,0.316,0.2155,0.196,0.3632646397336746
4,32,141.80190497468976,2147,5680,14499,12470,0.800317495781627,0.4116666666666666,0.36,0.2495,0.235,0.41129683248965876
4,33,142.0982232255712,2178,5709,14580,12555,0.8497038709285316,0.4633333333333334,0.418,0.29,0.2775,0.459707440852373
4,34,142.5041462812583,2208,5721,14649,12649,0.9173577135430502,0.5133333333333333,0.442,0.3245,0.3245,0.5043382093752767
4,35,142.74151683455182,2232,5738,14738,12726,0.956919472425303,0.5533333333333333,0.47600000000000003,0.369,0.363,0.5436505611517272
4,36,143.0137216696402,2249,5756,14811,12808,1.0,0.5816666666666667,0.512,0.40549999999999997,0.40399999999999997,0.5806333333333333
4,37,143.1705960294446,2272,5783,14891,12899,1.0,0.62,0.5660000000000001,0.44549999999999995,0.4495,0.6162
4,38,143.71533628886647,2287,5802,14977,12978,1.0,0.645,0.604,0.4885,0.489,0.6453
4,39,143.90908124458113,2318,5829,15058,13054,1.0,0.6966666666666668,0.6579999999999999,0.529,0.527,0.6821333333333334
4,40,144.34376243819048,2336,5847,15128,13126,1.0,0.7266666666666667,0.6940000000000001,0.564,0.563,0.7095333333333332
4,41,144.59990717543633,2370,5862,15213,13204,1.0,0.7833333333333333,0.7240000000000001,0.6065,0.602,0.7431666666666666
4,42,144.79932721569185,2389,5874,15281,13287,1.0,0.815,0.748,0.6405,0.6435,0.7693999999999999
4,43,145.34872488530297,2422,5895,15349,13374,1.0,0.87,0.79,0.6745,0.687,0.8043000000000001
4,44,145.544299015351,2451,5925,15418,13444,1.0,0.9183333333333333,0.85,0.7090000000000001,0.722,0.8398666666666668
4,45,145.6875342833291,2485,5946,15494,13519,1.0,0.975,0.892,0.747,0.7595000000000001,0.8747
4,46,145.7900276610904,2506,5961,15575,13591,1.0,1.0,0.922,0.7875,0.7955,0.901
4,47,146.10621282064534,2522,5976,15659,13666,1.0,1.0,0.9520000000000001,0.8295,0.833,0.9228999999999999
4,48,146.5407029915804,2557,6005,15740,13757,1.0,1.0,1.0,0.87,0.8785,0.9497
4,49,146.6554065139893,2595,6017,15833,13828,1.0,1.0,1.0,0.9165000000000001,0.914,0.9661
4,50,147.08942172106347,2616,6037,15923,13922,1.0,1.0,1.0,0.9615,0.961,0.9845
4,51,147.6173012161944,2634,6060,15993,13993,1.0,1.0,1.0,0.9965,0.9965,0.9986
4,52,147.72142128853272,2658,6079,16071,14076,1.0,1.0,1.0,1.0,1.0,1.0
4,53,147.90441636211432,2698,6109,16143,14166,1.0,1.0,1.0,1.0,1.0,1.0
4,54,148.13834010503226,2719,6131,16230,14247,1.0,1.0,1.0,1.0,1.0,1.0
4,55,148.4211310016466,2742,6151,16324,14336,1.0,1.0,1.0,1.0,1.0,1.0
4,56,148.61128357828372,2766,6170,16407,14423,1.0,1.0,1.0,1.0,1.0,1.0
4,57,148.77563778378976,2791,6182,16476,14499,1.0,1.0,1.0,1.0,1.0,1.0
4,58,149.10173186291615,2830,6195,16567,14586,1.0,1.0,1.0,1.0,1.0,1.0
4,59,149.4755126598674,2859,6205,16639,14680,1.0,1.0,1.0,1.0,1.0,1.0
4,60,150.00031706584357,2876,6225,16728,14748,1.0,1.0,1.0,1.0,1.0,1.0
5,1,130.0,1300,5000,12000,10000,0.0,0.0,0.0,0.0,0.0,0.0
5,2,130.26533492014286,1323,5011,12070,10093,0.0,0.0,0.0,0.0,0.0,0.0
5,3,130.51818769813093,1342,5025,12162,10183,0.0,0.0,0.0,0.0,0.0,0.0
5,4,130.72776656350197,1382,5041,12237,10264,0.0,0.0,0.0,0.0,0.0,0.0
5,5,131.0091501450062,1416,5057,12307,10342,0.0,0.0,0.0,0.0,0.0,0.0
5,6,131.29266777972123,1448,5090,12392,10432,0.0,0.0,0.0,0.0,0.0,0.0
5,7,131.50263919266186,1476,5106,12469,10524,0.0,0.0,0.0,0.0,0.0,0.0
5,8,131.74963658857538,1494,5130,12563,10610,0.0,0.0,0.0,0.0,0.0,0.0
5,9,131.8566258250273,1516,5149,12639,10684,0.0,0.0,0.0,0.0,0.0,0.0
5,10,132.19809351065993,1536,5171,12722,10764,0.0,0.0,0.0,0.0,0.0,0.0
5,11,132.72419275921484,1563,5183,12796,10852,0.0,0.0,0.0,0.0,0.0,0.0
5,12,133.13282167148614,1578,5193,12881,10925,0.0,0.0,0.0,0.0,0.0,0.0
5,13,133.29396841336188,1614,5212,12960,10994,0.0,0.0,0.0,0.0,0.0,0.0
5,14,133.4072640594287,1653,5236,13039,11085,0.0,0.0,0.0,0.0,0.0,0.0
5,15,133.55521372956864,1679,5257,13127,11164,0.0,0.0,0.0,0.0,0.0,0.0
5,16,133.72197817991082,1699,5287,13208,11245,0.0,0.0,0.0,0.0,0.0,0.0
