engine,month,egt,ff,n1,n2,egt_n,ff_n,n1_n,n2_n,normal,failure_prob
3,2,1116,4839,12463,10142,True,True,True,True,True,0
3,3,1195,4885,12562,10156,True,True,True,True,True,0
3,4,1195,4904,12563,10164,True,True,True,True,True,0
3,5,1202,4975,12592,10175,True,True,True,True,True,0
3,6,1242,4985,12678,10312,True,True,True,True,True,0
3,7,1267,4996,12680,10322,True,True,True,True,True,0
3,8,1293,5008,12753,10412,True,True,True,True,True,0
3,9,1301,5078,12769,10439,True,True,True,True,True,0
3,10,1307,5092,12781,10659,True,True,True,True,True,0
3,11,1354,5096,12956,10709,True,True,True,True,True,0
3,12,1356,5159,13152,10748,True,True,True,True,True,0
3,13,1369,5181,13310,10826,True,True,True,True,True,0
3,14,1404,5223,13338,10830,True,True,True,True,True,0
3,15,1410,5223,13354,10841,True,True,True,True,True,0
3,16,1435,5234,13370,10853,True,True,True,True,True,0
3,17,1444,5236,13496,10889,True,True,True,True,True,0
3,18,1503,5295,13521,10933,True,True,True,True,True,0
3,19,1517,5302,13561,10934,True,True,True,True,True,0
3,20,1533,5323,13713,10937,True,True,True,True,True,0
3,21,1603,5352,13765,10938,True,True,True,True,True,0
3,22,1674,5370,13869,11031,True,True,True,True,True,0
3,23,1695,5451,14026,11055,True,True,False,True,False,25
3,24,1756,5452,14097,11186,True,True,False,True,False,25
4,1,1215,4959,12048,9634,True,True,True,True,True,0
4,2,1221,4962,12140,9696,True,True,True,True,True,0
4,3,1255,4966,12240,9877,True,True,True,True,True,0
4,4,1302,5038,12368,9908,True,True,True,True,True,0
4,5,1338,5080,12447,9998,True,True,True,True,True,0
4,6,1341,5102,12496,10017,True,True,True,True,True,0
4,7,1343,5144,12597,10023,True,True,True,True,True,0
4,8,1362,5172,12600,10138,True,True,True,True,True,0
4,9,1398,5206,12701,10195,True,True,True,True,True,0
4,10,1398,5280,12760,10202,True,True,True,True,True,0
4,11,1417,5322,12838,10342,True,True,True,True,True,0
4,12,1454,5390,12950,10500,True,True,True,True,True,0
4,13,1470,5436,13011,10567,True,True,True,True,True,0
4,14,1490,5483,13039,10613,True,True,True,True,True,0
4,15,1500,5503,13179,10675,True,False,True,True,False,25
4,16,1501,5545,13454,10701,True,False,True,True,False,25
4,17,1514,5554,13457,10760,True,False,True,True,False,25
4,18,1524,5558,13536,10767,True,False,True,True,False,25
4,19,1527,5581,13594,10856,True,False,True,True,False,25
4,20,1537,5595,13777,10874,True,False,True,True,False,25
4,21,1616,5596,13866,10931,True,False,True,True,False,25
4,22,1687,5608,13896,11075,True,False,True,True,False,25
4,23,1687,5621,14002,11098,True,False,False,True,False,50
4,24,1717,5645,14010,11126,True,False,False,True,False,50
5,1,1176,4832,11033,10258,True,True,True,True,True,0
5,2,1200,4903,11041,10357,True,True,True,True,True,0
5,3,1200,4906,11062,10408,True,True,True,True,True,0
5,4,1206,4906,11160,10484,True,True,True,True,True,0
5,5,1246,4958,11377,10673,True,True,True,True,True,0
5,6,1265,4961,11521,10772,True,True,True,True,True,0
5,7,1282,4961,11523,10783,True,True,True,True,True,0
5,8,1286,5008,11611,10856,True,True,True,True,True,0
5,9,1329,5009,11618,10886,True,True,True,True,True,0
5,10,1364,5039,11798,10890,True,True,True,True,True,0
5,11,1433,5041,11836,11163,True,True,True,True,True,0
5,12,1468,5063,11836,11163,True,True,True,True,True,0
5,13,1530,5066,11961,11180,True,True,True,True,True,0
5,14,1543,5107,11970,11208,True,True,True,True,True,0
5,15,1548,5129,12062,11224,True,True,True,True,True,0
5,16,1558,5215,12079,11359,True,True,True,True,True,0
5,17,1587,5246,12217,11402,True,True,True,True,True,0
5,18,1612,5251,12444,11406,True,True,True,True,True,0
5,19,1612,5275,12543,11571,True,True,True,True,True,0
5,20,1635,5316,12554,11671,True,True,True,True,True,0
5,21,1640,5387,12702,11730,True,True,True,True,True,0
5,22,1647,5391,12927,11795,True,True,True,True,True,0
5,23,1677,5397,13051,11802,True,True,True,True,True,0
5,24,1719,5418,13181,11819,True,True,True,True,True,0
6,1,1120,4857,11260,10978,True,True,True,True,True,0
6,2,1142,4905,11355,11138,True,True,True,True,True,0
6,3,1151,4934,11564,11297,True,True,True,True,True,0
6,4,1167,4960,11619,11364,True,True,True,True,True,0
6,5,1241,4960,11665,11380,True,True,True,True,True,0
6,6,1302,5002,11815,11418,True,True,True,True,True,0
6,7,1304,5034,11838,11437,True,True,True,True,True,0
6,8,1305,5067,11848,11520,True,True,True,True,True,0
6,9,1387,5075,11977,11637,True,True,True,True,True,0
6,10,1394,5087,12172,11638,True,True,True,True,True,0
6,11,1405,5102,12353,11853,True,True,True,True,True,0
6,12,1412,5147,12395,11865,True,True,True,True,True,0
6,13,1412,5147,12661,11909,True,True,True,True,True,0
6,14,1494,5174,12662,12128,True,True,True,False,False,25
6,15,1496,5180,12663,12332,True,True,True,False,False,25
6,16,1504,5208,12790,12514,True,True,True,False,False,25
6,17,1509,5232,12832,12516,True,True,True,False,False,25
6,18,1530,5316,12846,12543,True,True,True,False,False,25
6,19,1570,5338,13024,12571,True,True,True,False,False,25
6,20,1608,5338,13149,12593,True,True,True,False,False,25
6,21,1635,5358,13339,12677,True,True,True,False,False,25
6,22,1653,5365,13373,12827,True,True,True,False,False,25
6,23,1663,5370,13387,12864,True,True,True,False,False,25
6,24,1674,5373,13435,12896,True,True,True,False,False,25
7,1,1223,4806,11997,9338,True,True,True,True,True,0
7,2,1227,4808,12096,9511,True,True,True,True,True,0
7,3,1246,4834,12256,9609,True,True,True,True,True,0
7,4,1246,4871,12263,9742,True,True,True,True,True,0
7,5,1251,4891,12347,9841,True,True,True,True,True,0
7,6,1291,4893,12408,9843,True,True,True,True,True,0
7,7,1305,4904,12458,9849,True,True,True,True,True,0
7,8,1318,4906,12462,9981,True,True,True,True,True,0
7,9,1396,4921,12462,10237,True,True,True,True,True,0
7,10,1405,4930,12499,10335,True,True,True,True,True,0
7,11,1417,4931,12501,10383,True,True,True,True,True,0
7,12,1430,4970,12518,10423,True,True,True,True,True,0
7,13,1491,5030,12550,10570,True,True,True,True,True,0
7,14,1517,5061,12605,10764,True,True,True,True,True,0
7,15,1598,5066,12616,10963,True,True,True,True,True,0
7,16,1660,5105,12627,10994,True,True,True,True,True,0
7,17,1725,5120,12656,11057,True,True,True,True,True,0
7,18,1759,5136,12832,11163,True,True,True,True,True,0
7,19,1786,5155,12839,11178,True,True,True,True,True,0
7,20,1832,5196,12981,11252,True,True,True,True,True,0
7,21,1857,5233,13030,11313,True,True,True,True,True,0
7,22,1888,5280,13056,11440,True,True,True,True,True,0
7,23,1889,5296,13142,11461,True,True,True,True,True,0
7,24,1919,5319,13144,11524,False,True,True,True,False,25
8,1,1183,4872,12007,9189,True,True,True,True,True,0
8,2,1184,4925,12048,9284,True,True,True,True,True,0
8,3,1199,4942,12081,9284,True,True,True,True,True,0
8,4,1201,4948,12121,9381,True,True,True,True,True,0
8,5,1213,4951,12132,9543,True,True,True,True,True,0
8,6,1218,4969,12167,9552,True,True,True,True,True,0
8,7,1226,4986,12221,9631,True,True,True,True,True,0
8,8,1230,4988,12260,9638,True,True,True,True,True,0
8,9,1264,5019,12309,9673,True,True,True,True,True,0
8,10,1272,5068,12330,9698,True,True,True,True,True,0
8,11,1305,5074,12510,9727,True,True,True,True,True,0
8,12,1318,5075,12592,9920,True,True,True,True,True,0
8,13,1352,5086,12800,10101,True,True,True,True,True,0
8,14,1379,5090,12955,10109,True,True,True,True,True,0
8,15,1404,5154,13173,10221,True,True,True,True,True,0
8,16,1425,5181,13193,10265,True,True,True,True,True,0
8,17,1470,5188,13197,10461,True,True,True,True,True,0
8,18,1495,5245,13317,10590,True,True,True,True,True,0
8,19,1534,5254,13509,10690,True,True,True,True,True,0
8,20,1537,5286,13534,10691,True,True,True,True,True,0
8,21,1596,5342,13607,10852,True,True,True,True,True,0
8,22,1597,5344,13652,10882,True,True,True,True,True,0
8,23,1599,5404,13689,10910,True,True,True,True,True,0
8,24,1605,5455,13690,10940,True,True,True,True,True,0
9,1,1150,4900,12346,10056,True,True,True,True,True,0
9,2,1150,4902,12368,10083,True,True,True,True,True,0
9,3,1195,4952,12571,10119,True,True,True,True,True,0
9,4,1220,5005,12859,10149,True,True,True,True,True,0
9,5,1221,5046,12940,10168,True,True,True,True,True,0
9,6,1223,5048,12980,10316,True,True,True,True,True,0
9,7,1264,5064,12983,10382,True,True,True,True,True,0
9,8,1323,5064,13039,10415,True,True,True,True,True,0
9,9,1337,5076,13132,10470,True,True,True,True,True,0
9,10,1339,5102,13206,10558,True,True,True,True,True,0
9,11,1377,5145,13358,10720,True,True,True,True,True,0
9,12,1413,5216,13574,10730,True,True,True,True,True,0
9,13,1472,5232,13808,10751,True,True,True,True,True,0
9,14,1506,5277,13854,10778,True,True,True,True,True,0
9,15,1513,5284,13894,10973,True,True,True,True,True,0
9,16,1597,5286,13960,11003,True,True,True,True,True,0
9,17,1653,5312,14186,11003,True,True,False,True,False,25
9,18,1736,5364,14269,11177,True,True,False,True,False,25
9,19,1748,5366,14311,11277,True,True,False,True,False,25
9,20,1784,5428,14333,11348,True,True,False,True,False,25
9,21,1794,5428,14368,11525,True,True,False,True,False,25
9,22,1797,5449,14383,11531,True,True,False,True,False,25
9,23,1802,5468,14487,11578,True,True,False,True,False,25
9,24,1812,5470,14572,11655,True,True,False,True,False,25
10,1,1115,4994,11544,10840,True,True,True,True,True,0
10,2,1124,5088,11546,10841,True,True,True,True,True,0
10,3,1131,5092,11546,11076,True,True,True,True,True,0
10,4,1201,5124,11568,11076,True,True,True,True,True,0
10,5,1265,5175,11583,11104,True,True,True,True,True,0
10,6,1272,5235,11631,11127,True,True,True,True,True,0
10,7,1279,5236,11741,11233,True,True,True,True,True,0
10,8,1288,5318,11750,11412,True,True,True,True,True,0
10,9,1311,5350,11763,11424,True,True,True,True,True,0
10,10,1344,5394,11959,11428,True,True,True,True,True,0
10,11,1348,5450,11963,11552,True,True,True,True,True,0
10,12,1372,5524,11985,11573,True,False,True,True,False,25
10,13,1402,5524,12089,11755,True,False,True,True,False,25
10,14,1405,5559,12100,11775,True,False,True,True,False,25
10,15,1411,5559,12137,11820,True,False,True,True,False,25
10,16,1416,5563,12267,12076,True,False,True,False,False,50
10,17,1443,5574,12306,12245,True,False,True,False,False,50
10,18,1443,5580,12395,12389,True,False,True,False,False,50
10,19,1456,5590,12489,12610,True,False,True,False,False,50
10,20,1470,5638,12495,12630,True,False,True,False,False,50
10,21,1474,5683,12588,12648,True,False,True,False,False,50
10,22,1474,5741,12608,12725,True,False,True,False,False,50
10,23,1475,5786,12608,12741,True,False,True,False,False,50
10,24,1477,5791,12615,12931,True,False,True,False,False,50
11,1,1102,4841,11117,9245,True,True,True,True,True,0
11,2,1106,4852,11387,9324,True,True,True,True,True,0
11,3,1108,4908,11444,9472,True,True,True,True,True,0
11,4,1173,4987,11678,9496,True,True,True,True,True,0
11,5,1214,5003,11693,9519,True,True,True,True,True,0
11,6,1266,5005,11741,9539,True,True,True,True,True,0
11,7,1274,5029,11760,9650,True,True,True,True,True,0
11,8,1312,5054,11882,9794,True,True,True,True,True,0
11,9,1332,5078,11902,9864,True,True,True,True,True,0
11,10,1367,5104,12011,9914,True,True,True,True,True,0
11,11,1377,5136,12031,10055,True,True,True,True,True,0
11,12,1424,5197,12221,10068,True,True,True,True,True,0
11,13,1446,5230,12251,10104,True,True,True,True,True,0
11,14,1477,5300,12269,10139,True,True,True,True,True,0
11,15,1484,5318,12292,10151,True,True,True,True,True,0
11,16,1501,5361,12332,10225,True,True,True,True,True,0
11,17,1546,5365,12579,10356,True,True,True,True,True,0
11,18,1556,5377,12807,10455,True,True,True,True,True,0
11,19,1561,5427,12811,10522,True,True,True,True,True,0
11,20,1563,5450,12881,10700,True,True,True,True,True,0
11,21,1582,5452,13094,10725,True,True,True,True,True,0
11,22,1589,5494,13338,10733,True,True,True,True,True,0
11,23,1594,5525,13367,10756,True,False,True,True,False,25
11,24,1658,5529,13420,10858,True,False,True,True,False,25
12,1,1123,4876,11941,10339,True,True,True,True,True,0
12,2,1206,4887,12175,10603,True,True,True,True,True,0
12,3,1215,4906,12211,10673,True,True,True,True,True,0
12,4,1216,4990,12217,10697,True,True,True,True,True,0
12,5,1228,5051,12385,10745,True,True,True,True,True,0
12,6,1232,5117,12503,10835,True,True,True,True,True,0
12,7,1242,5136,12519,10929,True,True,True,True,True,0
12,8,1273,5141,12553,10952,True,True,True,True,True,0
12,9,1276,5151,12740,10973,True,True,True,True,True,0
12,10,1313,5203,12872,11077,True,True,True,True,True,0
12,11,1381,5226,12892,11222,True,True,True,True,True,0
12,12,1450,5229,12921,11254,True,True,True,True,True,0
12,13,1450,5237,12945,11314,True,True,True,True,True,0
12,14,1482,5278,13156,11437,True,True,True,True,True,0
12,15,1491,5287,13270,11451,True,True,True,True,True,0
12,16,1539,5287,13429,11555,True,True,True,True,True,0
12,17,1604,5316,13444,11742,True,True,True,True,True,0
12,18,1633,5329,13463,11746,True,True,True,True,True,0
12,19,1660,5330,13618,11769,True,True,True,True,True,0
12,20,1706,5330,13685,11769,True,True,True,True,True,0
12,21,1753,5356,13917,11778,True,True,True,True,True,0
12,22,1771,5357,13933,11925,True,True,True,True,True,0
12,23,1791,5373,13946,12140,True,True,True,False,False,25
12,24,1797,5373,14173,12169,True,True,False,False,False,50
13,1,1258,4829,12124,9440,True,True,True,True,True,0
13,2,1293,4858,12220,9471,True,True,True,True,True,0
13,3,1314,4936,12346,9508,True,True,True,True,True,0
13,4,1335,4959,12428,9607,True,True,True,True,True,0
13,5,1336,4993,12432,9655,True,True,True,True,True,0
13,6,1342,5049,12455,9864,True,True,True,True,True,0
13,7,1352,5052,12478,9946,True,True,True,True,True,0
13,8,1366,5054,12579,10049,True,True,True,True,True,0
13,9,1386,5084,12615,10156,True,True,True,True,True,0
13,10,1419,5099,12658,10189,True,True,True,True,True,0
13,11,1423,5117,12692,10203,True,True,True,True,True,0
13,12,1424,5123,12708,10247,True,True,True,True,True,0
13,13,1462,5125,12873,10434,True,True,True,True,True,0
13,14,1462,5132,12920,10518,True,True,True,True,True,0
13,15,1468,5146,12939,10594,True,True,True,True,True,0
13,16,1499,5151,12941,10619,True,True,True,True,True,0
13,17,1529,5175,13066,10730,True,True,True,True,True,0
13,18,1581,5189,13207,10772,True,True,True,True,True,0
13,19,1625,5196,13209,10838,True,True,True,True,True,0
13,20,1633,5267,13382,10921,True,True,True,True,True,0
13,21,1652,5302,13406,10930,True,True,True,True,True,0
13,22,1672,5325,13450,11007,True,True,True,True,True,0
13,23,1693,5349,13553,11051,True,True,True,True,True,0
13,24,1776,5363,13560,11054,True,True,True,True,True,0
14,1,1227,4839,11609,9425,True,True,True,True,True,0
14,2,1246,4877,11653,9570,True,True,True,True,True,0
14,3,1284,4915,11713,9575,True,True,True,True,True,0
14,4,1289,4960,11835,9661,True,True,True,True,True,0
14,5,1330,5013,11927,9666,True,True,True,True,True,0
14,6,1336,5081,11931,9669,True,True,True,True,True,0
14,7,1341,5124,12013,9684,True,True,True,True,True,0
14,8,1374,5158,12018,9761,True,True,True,True,True,0
14,9,1384,5176,12019,9778,True,True,True,True,True,0
14,10,1415,5198,12260,9809,True,True,True,True,True,0
14,11,1423,5209,12261,9928,True,True,True,True,True,0
14,12,1430,5209,12318,10027,True,True,True,True,True,0
14,13,1448,5221,12346,10135,True,True,True,True,True,0
14,14,1470,5221,12447,10204,True,True,True,True,True,0
14,15,1532,5231,12535,10214,True,True,True,True,True,0
14,16,1603,5268,12576,10300,True,True,True,True,True,0
14,17,1618,5274,12579,10305,True,True,True,True,True,0
14,18,1663,5274,12651,10311,True,True,True,True,True,0
14,19,1670,5322,12799,10446,True,True,True,True,True,0
14,20,1733,5367,12849,10492,True,True,True,True,True,0
14,21,1775,5391,12902,10505,True,True,True,True,True,0
14,22,1834,5399,12933,10510,True,True,True,True,True,0
14,23,1865,5405,12945,10594,True,True,True,True,True,0
14,24,1869,5412,12959,10850,True,True,True,True,True,0
15,1,1210,4908,11919,10585,True,True,True,True,True,0
15,2,1243,4915,12115,10788,True,True,True,True,True,0
15,3,1244,4919,12169,10827,True,True,True,True,True,0
15,4,1245,4998,12223,10872,True,True,True,True,True,0
15,5,1249,5009,12280,10891,True,True,True,True,True,0
15,6,1287,5069,12449,11058,True,True,True,True,True,0
15,7,1309,5086,12527,11203,True,True,True,True,True,0
15,8,1311,5088,12655,11332,True,True,True,True,True,0
15,9,1329,5124,12754,11368,True,True,True,True,True,0
15,10,1360,5187,12810,11565,True,True,True,True,True,0
15,11,1415,5221,12815,11565,True,True,True,True,True,0
15,12,1424,5226,12815,11654,True,True,True,True,True,0
15,13,1473,5262,12906,11681,True,True,True,True,True,0
15,14,1477,5322,13047,11827,True,True,True,True,True,0
15,15,1479,5335,13068,11907,True,True,True,True,True,0
15,16,1487,5336,13135,11945,True,True,True,True,True,0
15,17,1502,5338,13324,12144,True,True,True,False,False,25
15,18,1502,5425,13350,12174,True,True,True,False,False,25
15,19,1505,5431,13533,12305,True,True,True,False,False,25
15,20,1513,5448,13566,12379,True,True,True,False,False,25
15,21,1551,5496,13679,12562,True,True,True,False,False,25
15,22,1553,5496,13686,12615,True,True,True,False,False,25
15,23,1564,5513,13752,12658,True,False,True,False,False,50
15,24,1573,5513,13967,12665,True,False,True,False,False,50
16,1,1258,4945,12280,10020,True,True,True,True,True,0
16,2,1282,4976,12286,10094,True,True,True,True,True,0
16,3,1303,4992,12323,10224,True,True,True,True,True,0
16,4,1324,5006,12363,10239,True,True,True,True,True,0
16,5,1328,5038,12399,10248,True,True,True,True,True,0
16,6,1332,5076,12404,10251,True,True,True,True,True,0
16,7,1390,5102,12547,10283,True,True,True,True,True,0
16,8,1391,5150,12554,10559,True,True,True,True,True,0
16,9,1403,5158,12682,10668,True,True,True,True,True,0
16,10,1421,5207,12765,10771,True,True,True,True,True,0
16,11,1425,5267,12774,10876,True,True,True,True,True,0
16,12,1426,5278,12777,10953,True,True,True,True,True,0
16,13,1477,5292,12874,10955,True,True,True,True,True,0
16,14,1547,5317,12894,11083,True,True,True,True,True,0
16,15,1566,5382,13085,11204,True,True,True,True,True,0
16,16,1573,5386,13097,11230,True,True,True,True,True,0
16,17,1588,5458,13105,11313,True,True,True,True,True,0
16,18,1605,5542,13254,11335,True,False,True,True,False,25
16,19,1635,5616,13313,11340,True,False,True,True,False,25
16,20,1656,5617,13447,11373,True,False,True,True,False,25
16,21,1709,5677,13488,11455,True,False,True,True,False,25
16,22,1735,5706,13490,11463,True,False,True,True,False,25
16,23,1764,5711,13650,11557,True,False,True,True,False,25
16,24,1765,5753,13836,11564,True,False,True,True,False,25
17,1,1166,4809,12131,10879,True,True,True,True,True,0
17,2,1190,4865,12199,10896,True,True,True,True,True,0
17,3,1211,4897,12218,11085,True,True,True,True,True,0
17,4,1251,4905,12433,11314,True,True,True,True,True,0
17,5,1288,4976,12641,11361,True,True,True,True,True,0
17,6,1298,5013,12711,11535,True,True,True,True,True,0
17,7,1329,5023,12802,11538,True,True,True,True,True,0
17,8,1334,5055,12864,11629,True,True,True,True,True,0
17,9,1351,5098,13021,11803,True,True,True,True,True,0
17,10,1368,5119,13255,11865,True,True,True,True,True,0
17,11,1368,5154,13338,11875,True,True,True,True,True,0
17,12,1448,5154,13340,12133,True,True,True,False,False,25
17,13,1467,5190,13502,12199,True,True,True,False,False,25
17,14,1502,5192,13535,12362,True,True,True,False,False,25
17,15,1544,5211,13584,12480,True,True,True,False,False,25
17,16,1589,5219,13675,12584,True,True,True,False,False,25
17,17,1640,5223,13702,12620,True,True,True,False,False,25
17,18,1650,5268,13862,12668,True,True,True,False,False,25
17,19,1697,5280,13943,12761,True,True,True,False,False,25
17,20,1707,5324,13960,12824,True,True,True,False,False,25
17,21,1714,5329,13982,12899,True,True,True,False,False,25
17,22,1724,5329,14003,12906,True,True,False,False,False,50
17,23,1734,5362,14004,12919,True,True,False,False,False,50
17,24,1762,5368,14123,12950,True,True,False,False,False,50
18,1,1219,4819,11211,10297,True,True,True,True,True,0
18,2,1230,4878,11367,10376,True,True,True,True,True,0
18,3,1252,4939,11395,10381,True,True,True,True,True,0
18,4,1272,4964,11577,10454,True,True,True,True,True,0
18,5,1328,4970,11578,10612,True,True,True,True,True,0
18,6,1333,4989,11625,10775,True,True,True,True,True,0
18,7,1334,4992,11678,10837,True,True,True,True,True,0
18,8,1339,5006,11721,10858,True,True,True,True,True,0
18,9,1386,5008,11757,10867,True,True,True,True,True,0
18,10,1386,5055,11792,10889,True,True,True,True,True,0
18,11,1390,5055,11889,11063,True,True,True,True,True,0
18,12,1412,5068,11932,11116,True,True,True,True,True,0
18,13,1419,5111,11945,11220,True,True,True,True,True,0
18,14,1425,5117,11960,11276,True,True,True,True,True,0
18,15,1433,5128,12123,11554,True,True,True,True,True,0
18,16,1454,5131,12136,11555,True,True,True,True,True,0
18,17,1462,5132,12319,11595,True,True,True,True,True,0
18,18,1488,5151,12430,11652,True,True,True,True,True,0
18,19,1553,5184,12467,11654,True,True,True,True,True,0
18,20,1613,5187,12515,11727,True,True,True,True,True,0
18,21,1638,5199,12755,11730,True,True,True,True,True,0
18,22,1640,5232,13016,11798,True,True,True,True,True,0
18,23,1678,5236,13074,11855,True,True,True,True,True,0
18,24,1704,5277,13077,12053,True,True,True,False,False,25
19,1,1153,4960,11765,10922,True,True,True,True,True,0
19,2,1173,4966,11977,10980,True,True,True,True,True,0
19,3,1175,5003,12123,10992,True,True,True,True,True,0
19,4,1197,5034,12271,11114,True,True,True,True,True,0
19,5,1197,5037,12271,11233,True,True,True,True,True,0
19,6,1202,5051,12309,11339,True,True,True,True,True,0
19,7,1252,5068,12508,11442,True,True,True,True,True,0
19,8,1253,5122,12563,11452,True,True,True,True,True,0
19,9,1274,5125,12612,11453,True,True,True,True,True,0
19,10,1323,5126,12798,11460,True,True,True,True,True,0
19,11,1323,5164,13038,11517,True,True,True,True,True,0
19,12,1350,5196,13100,11676,True,True,True,True,True,0
19,13,1397,5214,13270,11770,True,True,True,True,True,0
19,14,1463,5214,13320,11807,True,True,True,True,True,0
19,15,1507,5239,13385,11929,True,True,True,True,True,0
19,16,1559,5249,13531,11937,True,True,True,True,True,0
19,17,1568,5308,13620,12138,True,True,True,False,False,25
19,18,1572,5318,13641,12171,True,True,True,False,False,25
19,19,1577,5355,13693,12201,True,True,True,False,False,25
19,20,1620,5355,13740,12260,True,True,True,False,False,25
19,21,1625,5396,13751,12336,True,True,True,False,False,25
19,22,1625,5429,13771,12407,True,True,True,False,False,25
19,23,1680,5458,13836,12487,True,True,True,False,False,25
19,24,1680,5486,13947,12529,True,True,True,False,False,25
20,1,1165,4963,11335,10551,True,True,True,True,True,0
20,2,1192,5014,11483,10568,True,True,True,True,True,0
20,3,1215,5028,11497,10585,True,True,True,True,True,0
20,4,1225,5085,11710,10786,True,True,True,True,True,0
20,5,1271,5109,11728,10839,True,True,True,True,True,0
20,6,1300,5109,11803,10875,True,True,True,True,True,0
20,7,1330,5180,11902,10888,True,True,True,True,True,0
20,8,1391,5211,11972,10891,True,True,True,True,True,0
20,9,1421,5249,12051,10915,True,True,True,True,True,0
20,10,1435,5292,12144,10979,True,True,True,True,True,0
20,11,1440,5320,12218,11052,True,True,True,True,True,0
20,12,1449,5330,12288,11169,True,True,True,True,True,0
20,13,1523,5390,12403,11194,True,True,True,True,True,0
20,14,1561,5400,12430,11284,True,True,True,True,True,0
20,15,1588,5472,12499,11290,True,True,True,True,True,0
20,16,1590,5507,12614,11368,True,False,True,True,False,25
20,17,1597,5545,12673,11474,True,False,True,True,False,25
20,18,1598,5557,12673,11482,True,False,True,True,False,25
20,19,1599,5580,12727,11503,True,False,True,True,False,25
20,20,1601,5581,12832,11593,True,False,True,True,False,25
20,21,1606,5584,12970,11599,True,False,True,True,False,25
20,22,1627,5590,13108,11779,True,False,True,True,False,25
20,23,1677,5650,13262,11800,True,False,True,True,False,25
20,24,1687,5698,13272,12050,True,False,True,False,False,50
21,1,1151,4987,11600,9515,True,True,True,True,True,0
21,2,1204,4987,11609,9526,True,True,True,True,True,0
21,3,1218,5021,11669,9537,True,True,True,True,True,0
21,4,1236,5047,11669,9687,True,True,True,True,True,0
21,5,1245,5048,11776,9783,True,True,True,True,True,0
21,6,1265,5061,11795,9930,True,True,True,True,True,0
21,7,1304,5132,11836,9964,True,True,True,True,True,0
21,8,1346,5139,12051,10035,True,True,True,True,True,0
21,9,1401,5168,12063,10149,True,True,True,True,True,0
21,10,1408,5179,12073,10359,True,True,True,True,True,0
21,11,1418,5190,12093,10359,True,True,True,True,True,0
21,12,1493,5192,12118,10368,True,True,True,True,True,0
21,13,1547,5197,12231,10376,True,True,True,True,True,0
21,14,1565,5203,12250,10628,True,True,True,True,True,0
21,15,1616,5204,12278,10716,True,True,True,True,True,0
21,16,1626,5218,12475,10839,True,True,True,True,True,0
